,id,title,img,vtype,nfid,synopsis,avgrating,year,runtime,imdbid,poster,imdbrating,top250,top250tv,clist,titledate
10,70804,The Mitchells vs. The Machines,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABR4l887dJIP3yoEmUBq0bB171AumISkdUq9XA3sbn-xLLWl1Obn1qmXgHxGzkUXZFK3lZuyO-XmKjSTMQFGR-ao5WLefWOmYKAJ_lbe3TLO4BzdRPAqx8coW2fg.jpg?r=fda,movie,81399614,A robot apocalypse put the brakes on their cross-country road trip. Now it’s up to the Mitchells — the world’s weirdest family — to save the human race.,0.0,2021,6842,tt7979580,https://m.media-amazon.com/images/M/MV5BMjdkZjNjNDItYzc4MC00NTkxLTk1MWEtY2UyZjY5MjUwNDNkXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_SX300.jpg,9.2,,,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2021-05-01
11,73577,Kota Factory,https://occ-0-3607-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfwZjjoJkdCo3WpHUa9q0To0ufrnspEZ8GOokAdpCxsfbAs00XUnJVEy1I9VcEUF2yY0y0MXfkktE5QrMFbK4FUJ8Q.jpg?r=48a,series,81249783,"In a city of coaching centers known to train India’s finest collegiate minds, an earnest but unexceptional student and his friends navigate campus life.",0.0,2021,0,tt9432978,https://m.media-amazon.com/images/M/MV5BNWFlNTY5MzEtNDhhMy00YTRmLWJhYjMtM2JjODkyMGRkZmUzXkEyXkFqcGdeQXVyOTAzMTc2MjA@._V1_SX300.jpg,9.2,,,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2021-08-28
12,73399,BoBoiBoy Galaxy,https://occ-0-34-32.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQ6t-GoAcaQ0PYf0Opv4PFAEF1MRAlPJWnQWxWJzo8VVNmpi0b0COuH4jrq74TlDq2z231Bnd0FBb6DVnEv0OEKmfQ.jpg?r=b14,series,81479836,"A young superhero and his friends travel through space, using their unique superpowers to fight evil villains who threaten the galaxy.",0.0,2016,0,tt10178154,https://m.media-amazon.com/images/M/MV5BMDU1Mjc1YzYtNDc5OS00NjM0LWFiNzYtMTlkNzNkYzdiZmI4XkEyXkFqcGdeQXVyMTA3Nzg1MjIy._V1_SX300.jpg,9.2,,,"""AR"":""Argentina"",""AU"":""Australia"",""BR"":""Brazil"",""CO"":""Colombia"",""HK"":""Hong Kong"",""IN"":""India"",""IL"":""Israel"",""JP"":""Japan"",""MY"":""Malaysia"",""MX"":""Mexico"",""more"":""+6""",2021-08-20
13,85692,Outlast,https://occ-0-2568-2567.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABdLan4ZNjUWsIEz9xLbWEj6MSboV7dfCr1ydILuwBNpUYHZdfxoZBQaFugnQjUhPM80p7Z2jTPBXYdYqsHUuApegZ1qPdFDeLgn1KkPNtM5N0zB9RHqppz_axWIf2dc0l6Q.jpg?r=93b,series,81480322,"In the extreme Alaskan wild, 16 survivalists compete for a chance to win a massive cash prize — but these lone wolves must be part of a team to win.",0.0,2023,0,tt6009520,https://m.media-amazon.com/images/M/MV5BMjkyNzA5ZTgtMmFiMC00MDk2LWExYmYtNzExM2NkNTcwOGNjXkEyXkFqcGdeQXVyNDcwNDE0Nzk@._V1_SX300.jpg,9.2,,,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2023-03-10
14,86379,Before Life After Death,https://occ-0-2340-64.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABV2Unx3xyJJ0Uq41QIeh3qSBex5Vzzu49vjbYaM4FEOS7AK0X8OhJpaneE5UomHdMDHdnvQwdfOa1bBBl3Sfy6KoaivlFOkO4Q.jpg?r=09b,movie,81676449,"With nowhere to turn, a pregnant student finds refuge and companionship with a gynecologist, who is mourning the death of her only daughter.",0.0,2022,8162,tt0477190,0,9.2,,,"""AU"":""Australia"",""HK"":""Hong Kong"",""IN"":""India"",""JP"":""Japan"",""MY"":""Malaysia"",""PH"":""Philippines"",""SG"":""Singapore"",""KR"":""South Korea"",""TH"":""Thailand""",2023-04-28
15,78879,Falling Into Your Smile,https://occ-0-34-32.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTs-yZi-yk6Ps9DJu7oh89HQpBesYKRe8MaMLpS17_7HcJ3e0lVr3EEhN55fAJ33WY1jh2DWt3KUhkA3YQfyrRkg7A.jpg?r=374,series,81566868,"After joining an all-male e-sports team, an amateur gamer tests her skills and leads her team to the world championships. Based on a novel.",0.0,2021,0,tt11290960,https://m.media-amazon.com/images/M/MV5BMzY3MDI0ZWEtZGRjYy00YWE0LWIzOWQtMzBjZDYwNTg1ZmExXkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_SX300.jpg,9.1,,,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+23""",2022-04-16
16,53651,Stranger,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXKmlpfyYs0i10IOR5TMhIX6e78WJ_18quXfRf_xSg4qGWpw4vp6Z2wtrtSChjeSb4vIPwcDOxWKQ7UG7mvhJ9SiIDSo93MMBFfmvv6SMj-5MkVRmeaNGutHHW8.jpg?r=7ef,series,80187302,"A prosecutor without empathetic abilities, along with a bold female police detective, takes on a murder case involving rampant political corruption.",0.0,2017,0,tt6319470,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM0MDk4ZWYtYWQ1Ny00YjAxLWJiZjAtMWMwYjRhMTg3MzkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyODM5MzA5MQ@@._V1_SX300.jpg,9.0,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2017-06-13
17,60881,Innocent,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaET-hLdb_4LH_jWiOF3NbhmBXDYtBH4kchyJ7RuB-pDp45-PfAmCQZT_X5KH_plklIC_aDzLrY08OQnYszQSyAqbQ.jpg?r=d67,series,81026192,"In a peaceful, rustic town, a retired officer and his family are mired in a murder mystery riddled with shocking, buried secrets.",0.0,2017,0,tt7433762,https://m.media-amazon.com/images/M/MV5BZTBhNjY5ZjgtYTZlOS00MWRlLTlmNTMtOThjNGYyZmY1OTk0XkEyXkFqcGdeQXVyODExNzYxNTA@._V1_SX300.jpg,9.0,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2019-01-22
18,60117,Eternal Love,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVe_OKFLhxCmeybuFWeZL2lUKjRLkziz34CD8k-cgECFj0ND349__cc81tckcIjbEBCbkBrlryApN0b0gIqIwIO3OQ.jpg?r=ff9,series,81019520,"After the deities Bai Qian and Ye Hua meet and fall in love, their romance stands the test of three lifetimes — each an epic in its own right.",0.0,2017,0,tt6772360,N/A,9.0,0.0,0.0,"""CA"":""Canada"",""DE"":""Germany"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BR"":""Brazil"",""CO"":""Colombia"",""CZ"":""Czech Republic"",""GR"":""Greece"",""more"":""+18""",2018-11-16
19,62155,When They See Us,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXM-M50kaH2UqwhYYUGwJC7W1LoRV7-kmEGJwGd91RJ5774jZ-nix4HOdAjZC3c-eRd7TRBwIpJoSxXBFX-cYTOaHYxP0fSgmAeahZMCN5yIiACYBY0Gv0cNXIM.jpg?r=662,series,80200549,Five teens from Harlem become trapped in a nightmare when they&#39;re falsely accused of a brutal attack in Central Park. Based on the true story.,0.0,2019,0,tt7137906,https://m.media-amazon.com/images/M/MV5BZmJjM2YzOWEtOTYxYi00YjhkLTliMzgtMTA2MTc0NDQ1MDM4XkEyXkFqcGdeQXVyODY5OTk4MA@@._V1_SX300.jpg,9.0,0.0,39.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2019-05-31
20,65592,My Mister,https://occ-0-2851-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY42sb_eW_cjkL0W01_kW9HcqKWE8zTBQrgZ6QlI-76BNaz0plWylBIoBbN84Ucx55c5DQXtaijp-bN7bDJsX7aX5w.jpg?r=1ec,series,81267691,"In a world that is less than kind, a young woman and a middle-aged man develop a sense of kinship as they find warmth and comfort in one another.",0.0,2018,0,tt7923710,https://m.media-amazon.com/images/M/MV5BNGFiNGYzMjMtYjJjYi00MTc4LWEyMTUtNGRlZGYzMTNhNTM3XkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg,9.0,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2020-06-10
21,47525,Stories by Rabindranath Tagore,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU4musppjuWdd9IC9kPqe9kcllJpyZRkLVkgg-NpO15BeYcGskmaTB1nYDKFAyuKQhuoWpfI_VtbcTKwtN84wx-VWQ.jpg?r=1c6,series,80102160,The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,3.0,2015,0,tt4853764,https://images-na.ssl-images-amazon.com/images/M/MV5BZWU3OTgzNmItOGI0Mi00ZWZmLTgyZDctNzQxZWVhNzk5YjQ1XkEyXkFqcGdeQXVyNTM2MTEyNDc@._V1_SX300.jpg,9.0,0.0,0.0,"""CA"":""Canada"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BR"":""Brazil"",""CO"":""Colombia"",""HK"":""Hong Kong"",""IN"":""India"",""IL"":""Israel"",""JP"":""Japan"",""more"":""+9""",2016-06-01
22,82744,From Scratch,https://occ-0-363-2567.1.nflxso.net/dnm/api/v6/oQyw8Fv9eE41UPapt7zHvdUdzrE/AAAABbzZs3MT0d3KWj2DsHJ86DkK3SkOkGLYfsYw7B1o6el4eb3jtLbE7Y2KufeKlV1lIUZOlFs5v9OmqaPlsiS7Qo5g27r1yA94EDKJcN5rZOlHOqe_BFIrrGqDJR7Oq3aByv4.jpg?r=e57,series,81104486,"An artist finds romance with a chef in Italy and embarks on a life-changing journey of love, loss, resilience and hope across cultures and continents.",0.0,2022,0,tt7129346,https://m.media-amazon.com/images/M/MV5BMTVjZGVhNWQtN2ZhMS00ZDZhLTg5OWEtNzczMDBmODRhNmZmXkEyXkFqcGdeQXVyNTE2Mjg3OQ@@._V1_SX300.jpg,9.0,,,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2022-10-21
23,67145,A Lion in the House,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTzmzeUkFqgI5HimXXbJ-jFLw6fc-zu0xcVIgwakeEgM2D-k5alUorqYLQCIOT7EogB4oidVEmr9T4KeB_Mkd-eOuA.jpg?r=f79,series,81284341,Five kids and their resilient families navigate the treatments and traumas of pediatric cancer in this documentary filmed over the course of six years.,0.0,2006,0,tt0492472,https://m.media-amazon.com/images/M/MV5BNDI3NzcwMzA2MF5BMl5BanBnXkFtZTcwMTUzNDM5MQ@@._V1_SX300.jpg,8.9,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2020-11-10
24,68211,Running Man,https://occ-0-1433-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaqy2YJtkgVymzpXScoeZ_5X72FmfyUVIV3GLCDFWJpB7Sqo6OQdNNwhnef4SE2zPVWyi3sqcNlICMQ0BKZuor3f8Q.jpg?r=18f,series,81331228,"Wanting to bring home the ultimate prize, a group of competitors gather for a championship — and discover both friends and enemies as they play!",0.0,2020,0,tt2185037,https://m.media-amazon.com/images/M/MV5BYTU3YjU3NWUtMDk3NS00ZjI4LWExMDEtZWI0ZDJkOGI1MDExXkEyXkFqcGdeQXVyOTU0MjgwMzU@._V1_SX300.jpg,8.9,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2021-01-01
25,44132,Cowboy Bebop,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcLih2YriFXlsMf-nLa2OwdnVUeE82cwD1yyC4w70X6hGzT-nMsSpHh7BCNxFky_rOda7qJGIwJGc78K3un8M0T5AA.jpg?r=359,series,80001305,"Decades in the future, mankind abandons Earth to populate the rest of the solar system, where crime syndicates rise to compete with local government.",3.1818182,1998,0,tt0213338,https://images-na.ssl-images-amazon.com/images/M/MV5BZWRjN2NjNGEtMjc0MC00MzViLTlhNzItNWMzNjZmOGE5MTkzXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,8.9,0.0,36.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2015-10-22
26,80847,Recurrence,https://occ-0-2851-3996.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYCgOW_eMInoBj6wIGV87SPYGA_Oq4k0j_rOltoSHXInBcUf4FAkvrD65Q3uLXdb9t9zgcI79lof7arBDnCX9Gb6tcYU-v7n1Q2Z-w4k1w6xZFyW5-YLGvWOhCQ8QKE2rN4.jpg?r=41c,movie,81259570,"Years after moving to a remote town, ex-cop Pipa is pulled back into the dark world she thought she&#39;d left behind when she gets tangled in a murder case.",0.0,2022,6976,tt3754658,https://m.media-amazon.com/images/M/MV5BOTUxMjU1NzM5MF5BMl5BanBnXkFtZTgwODY0MjMwNDE@._V1_SX300.jpg,8.9,,,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2022-07-28
27,82683,Notre-Dame,https://occ-0-1120-2567.1.nflxso.net/dnm/api/v6/oQyw8Fv9eE41UPapt7zHvdUdzrE/AAAABQ8HWCC0ujTwZRzw2e-nT0AAVs7PNktd1l5JEd7lEegbXM_pwzXNHeu3gzVhZQKOFGgnXCU0kcYkTsfgFlozGADpFVHFOra_7Qo4nhCVqtdWKrW0Y5F_aB03V7Mv_7lDlK0.jpg?r=c3c,series,81305674,"Inspired by true accounts from French firefighters, this drama series explores the impact of the 2019 fire of Notre-Dame on a diverse group of Parisians.",0.0,2022,0,tt0285800,https://m.media-amazon.com/images/M/MV5BMTk4NDgyNTQ4NF5BMl5BanBnXkFtZTcwNjMwMDUxMQ@@._V1_SX300.jpg,8.9,,,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2022-10-19
